passage_id,condition,candidate_id,canonical_id,alias_id,author_id,author_name,work_id,work_title,gutenberg_ebook_no,selection_rank_within_work,final_index_within_author,candidate_index_within_source,start_word_index,end_word_index,word_count,sentence_count,paragraph_count,start_char,end_char,dialogue_marker_count,dialogue_marker_per_1000w,punctuation_per_1000w,semicolon_per_1000w,dash_per_1000w,apostrophe_per_1000w,mean_sentence_words,long_sentence_ratio,selection_method,text
TWAIN_TOM_SAWYER_008,original,TWAIN_AUTHOR4_WORK2_0033,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,8,38,33,23384,23942,558,62,24,128386,131476,78,139.785,392.473,3.584,8.961,68.1,9.0,0.016129,deterministic_even_spread_30_per_work_after_quality_filters,"“Quick, Tom, quick! Who does he mean?”

“Huck, he must mean us both—we’re right together.”

“Oh, Tom, I reckon we’re goners. I reckon there ain’t no mistake ’bout
where _I’ll_ go to. I been so wicked.”

“Dad fetch it! This comes of playing hookey and doing everything a
feller’s told _not_ to do. I might a been good, like Sid, if I’d a
tried—but no, I wouldn’t, of course. But if ever I get off this time,
I lay I’ll just _waller_ in Sunday-schools!” And Tom began to snuffle a
little.

“_You_ bad!” and Huckleberry began to snuffle too. “Consound it, Tom
Sawyer, you’re just old pie, ’long-side o’ what I am. Oh, _lordy_,
lordy, lordy, I wisht I only had half your chance.”

Tom choked off and whispered:

“Look, Hucky, look! He’s got his _back_ to us!”

Hucky looked, with joy in his heart.

“Well, he has, by jingoes! Did he before?”

“Yes, he did. But I, like a fool, never thought. Oh, this is bully, you
know. _Now_ who can he mean?”

The howling stopped. Tom pricked up his ears.

“Sh! What’s that?” he whispered.

“Sounds like—like hogs grunting. No—it’s somebody snoring, Tom.”

“That _is_ it! Where ’bouts is it, Huck?”

“I bleeve it’s down at ’tother end. Sounds so, anyway. Pap used to sleep
there, sometimes, ’long with the hogs, but laws bless you, he just lifts
things when _he_ snores. Besides, I reckon he ain’t ever coming back to
this town any more.”

The spirit of adventure rose in the boys’ souls once more.

“Hucky, do you das’t to go if I lead?”

“I don’t like to, much. Tom, s’pose it’s Injun Joe!”

Tom quailed. But presently the temptation rose up strong again and the
boys agreed to try, with the understanding that they would take to their
heels if the snoring stopped. So they went tiptoeing stealthily down,
the one behind the other. When they had got to within five steps of the
snorer, Tom stepped on a stick, and it broke with a sharp snap. The man
moaned, writhed a little, and his face came into the moonlight. It was
Muff Potter. The boys’ hearts had stood still, and their hopes too,
when the man moved, but their fears passed away now. They tip-toed out,
through the broken weather-boarding, and stopped at a little distance
to exchange a parting word. That long, lugubrious howl rose on the night
air again! They turned and saw the strange dog standing within a few
feet of where Potter was lying, and _facing_ Potter, with his nose
pointing heavenward.

“Oh, geeminy, it’s _him_!” exclaimed both boys, in a breath.

“Say, Tom—they say a stray dog come howling around Johnny Miller’s
house, ’bout midnight, as much as two weeks ago; and a whippoorwill come
in and lit on the banisters and sung, the very same evening; and there
ain’t anybody dead there yet.”

“Well, I know that. And suppose there ain’t. Didn’t Gracie Miller fall
in the kitchen fire and burn herself terrible the very next Saturday?”

“Yes, but she ain’t _dead_. And what’s more, she’s getting better, too.”

“All right, you wait and see. She’s a goner, just as dead sure as Muff
Potter’s a goner. That’s what the niggers say, and they know all about
these kind of things, Huck.”"
TWAIN_TOM_SAWYER_009,original,TWAIN_AUTHOR4_WORK2_0035,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,9,39,35,24829,25380,551,29,19,136399,139471,46,83.485,228.675,12.704,9.074,32.668,19.0,0.137931,deterministic_even_spread_30_per_work_after_quality_filters,"“Infernal impudence!” said a bystander; “wanted to come and take a quiet
look at his work, I reckon—didn’t expect any company.”

The crowd fell apart, now, and the Sheriff came through, ostentatiously
leading Potter by the arm. The poor fellow’s face was haggard, and
his eyes showed the fear that was upon him. When he stood before the
murdered man, he shook as with a palsy, and he put his face in his hands
and burst into tears.

“I didn’t do it, friends,” he sobbed; “’pon my word and honor I never
done it.”

“Who’s accused you?” shouted a voice.

This shot seemed to carry home. Potter lifted his face and looked around
him with a pathetic hopelessness in his eyes. He saw Injun Joe, and
exclaimed:

“Oh, Injun Joe, you promised me you’d never—”

“Is that your knife?” and it was thrust before him by the Sheriff.

Potter would have fallen if they had not caught him and eased him to the
ground. Then he said:

“Something told me ’t if I didn’t come back and get—” He shuddered; then
waved his nerveless hand with a vanquished gesture and said, “Tell ’em,
Joe, tell ’em—it ain’t any use any more.”

Then Huckleberry and Tom stood dumb and staring, and heard the
stony-hearted liar reel off his serene statement, they expecting every
moment that the clear sky would deliver God’s lightnings upon his head,
and wondering to see how long the stroke was delayed. And when he had
finished and still stood alive and whole, their wavering impulse to
break their oath and save the poor betrayed prisoner’s life faded and
vanished away, for plainly this miscreant had sold himself to Satan and
it would be fatal to meddle with the property of such a power as that.

“Why didn’t you leave? What did you want to come here for?” somebody
said.

“I couldn’t help it—I couldn’t help it,” Potter moaned. “I wanted to
run away, but I couldn’t seem to come anywhere but here.” And he fell to
sobbing again.

Injun Joe repeated his statement, just as calmly, a few minutes
afterward on the inquest, under oath; and the boys, seeing that the
lightnings were still withheld, were confirmed in their belief that
Joe had sold himself to the devil. He was now become, to them, the most
balefully interesting object they had ever looked upon, and they could
not take their fascinated eyes from his face.

They inwardly resolved to watch him nights, when opportunity should
offer, in the hope of getting a glimpse of his dread master.

Injun Joe helped to raise the body of the murdered man and put it in
a wagon for removal; and it was whispered through the shuddering
crowd that the wound bled a little! The boys thought that this happy
circumstance would turn suspicion in the right direction; but they were
disappointed, for more than one villager remarked:

“It was within three feet of Muff Potter when it done it.”

Tom’s fearful secret and gnawing conscience disturbed his sleep for as
much as a week after this; and at breakfast one morning Sid said:

“Tom, you pitch around and talk in your sleep so much that you keep me
awake half the time.”

Tom blanched and dropped his eyes."
TWAIN_TOM_SAWYER_010,original,TWAIN_AUTHOR4_WORK2_0038,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,10,40,38,26975,27547,572,36,11,148325,151375,33,57.692,243.007,13.986,13.986,24.476,15.889,0.055556,deterministic_even_spread_30_per_work_after_quality_filters,"The handle of the telltale
tea-spoon was visible under the bed-valance. Aunt Polly took it, held it
up. Tom winced, and dropped his eyes. Aunt Polly raised him by the usual
handle—his ear—and cracked his head soundly with her thimble.

“Now, sir, what did you want to treat that poor dumb beast so, for?”

“I done it out of pity for him—because he hadn’t any aunt.”

“Hadn’t any aunt!—you numskull. What has that got to do with it?”

“Heaps. Because if he’d had one she’d a burnt him out herself! She’d a
roasted his bowels out of him ’thout any more feeling than if he was a
human!”

Aunt Polly felt a sudden pang of remorse. This was putting the thing in
a new light; what was cruelty to a cat _might_ be cruelty to a boy, too.
She began to soften; she felt sorry. Her eyes watered a little, and she
put her hand on Tom’s head and said gently:

“I was meaning for the best, Tom. And, Tom, it _did_ do you good.”

Tom looked up in her face with just a perceptible twinkle peeping
through his gravity.

“I know you was meaning for the best, aunty, and so was I with Peter. It
done _him_ good, too. I never see him get around so since—”

“Oh, go ’long with you, Tom, before you aggravate me again. And you try
and see if you can’t be a good boy, for once, and you needn’t take any
more medicine.”

Tom reached school ahead of time. It was noticed that this strange thing
had been occurring every day latterly. And now, as usual of late,
he hung about the gate of the schoolyard instead of playing with his
comrades. He was sick, he said, and he looked it. He tried to seem to
be looking everywhere but whither he really was looking—down the road.
Presently Jeff Thatcher hove in sight, and Tom’s face lighted; he gazed
a moment, and then turned sorrowfully away. When Jeff arrived, Tom
accosted him; and “led up” warily to opportunities for remark about
Becky, but the giddy lad never could see the bait. Tom watched and
watched, hoping whenever a frisking frock came in sight, and hating the
owner of it as soon as he saw she was not the right one. At last frocks
ceased to appear, and he dropped hopelessly into the dumps; he entered
the empty schoolhouse and sat down to suffer. Then one more frock passed
in at the gate, and Tom’s heart gave a great bound. The next instant he
was out, and “going on” like an Indian; yelling, laughing, chasing boys,
jumping over the fence at risk of life and limb, throwing handsprings,
standing on his head—doing all the heroic things he could conceive of,
and keeping a furtive eye out, all the while, to see if Becky Thatcher
was noticing. But she seemed to be unconscious of it all; she never
looked. Could it be possible that she was not aware that he was there?
He carried his exploits to her immediate vicinity; came war-whooping
around, snatched a boy’s cap, hurled it to the roof of the schoolhouse,
broke through a group of boys, tumbling them in every direction, and
fell sprawling, himself, under Becky’s nose, almost upsetting her—and
she turned, with her nose in the air, and he heard her say: “Mf!"
TWAIN_TOM_SAWYER_011,original,TWAIN_AUTHOR4_WORK2_0041,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,11,41,41,29150,29706,556,51,27,160241,163268,103,185.252,401.079,5.396,12.59,73.741,10.902,0.039216,deterministic_even_spread_30_per_work_after_quality_filters,"When the last crisp slice of bacon was gone, and the last allowance
of corn pone devoured, the boys stretched themselves out on the grass,
filled with contentment. They could have found a cooler place, but
they would not deny themselves such a romantic feature as the roasting
campfire.

“_Ain’t_ it gay?” said Joe.

“It’s _nuts_!” said Tom. “What would the boys say if they could see us?”

“Say? Well, they’d just die to be here—hey, Hucky!”

“I reckon so,” said Huckleberry; “anyways, I’m suited. I don’t want
nothing better’n this. I don’t ever get enough to eat, gen’ally—and here
they can’t come and pick at a feller and bullyrag him so.”

“It’s just the life for me,” said Tom. “You don’t have to get up,
mornings, and you don’t have to go to school, and wash, and all that
blame foolishness. You see a pirate don’t have to do _anything_, Joe,
when he’s ashore, but a hermit _he_ has to be praying considerable, and
then he don’t have any fun, anyway, all by himself that way.”

“Oh yes, that’s so,” said Joe, “but I hadn’t thought much about it, you
know. I’d a good deal rather be a pirate, now that I’ve tried it.”

“You see,” said Tom, “people don’t go much on hermits, nowadays, like
they used to in old times, but a pirate’s always respected. And
a hermit’s got to sleep on the hardest place he can find, and put
sackcloth and ashes on his head, and stand out in the rain, and—”

“What does he put sackcloth and ashes on his head for?” inquired Huck.

“I dono. But they’ve _got_ to do it. Hermits always do. You’d have to do
that if you was a hermit.”

“Dern’d if I would,” said Huck.

“Well, what would you do?”

“I dono. But I wouldn’t do that.”

“Why, Huck, you’d _have_ to. How’d you get around it?”

“Why, I just wouldn’t stand it. I’d run away.”

“Run away! Well, you _would_ be a nice old slouch of a hermit. You’d be
a disgrace.”

The Red-Handed made no response, being better employed. He had finished
gouging out a cob, and now he fitted a weed stem to it, loaded it with
tobacco, and was pressing a coal to the charge and blowing a cloud of
fragrant smoke—he was in the full bloom of luxurious contentment. The
other pirates envied him this majestic vice, and secretly resolved to
acquire it shortly. Presently Huck said:

“What does pirates have to do?”

Tom said:

“Oh, they have just a bully time—take ships and burn them, and get the
money and bury it in awful places in their island where there’s ghosts
and things to watch it, and kill everybody in the ships—make ’em walk a
plank.”

“And they carry the women to the island,” said Joe; “they don’t kill the
women.”

“No,” assented Tom, “they don’t kill the women—they’re too noble. And
the women’s always beautiful, too.”

“And don’t they wear the bulliest clothes! Oh no! All gold and silver
and di’monds,” said Joe, with enthusiasm.

“Who?” said Huck.

“Why, the pirates.”

Huck scanned his own clothing forlornly.

“I reckon I ain’t dressed fitten for a pirate,” said he, with a
regretful pathos in his voice; “but I ain’t got none but these.”"
TWAIN_TOM_SAWYER_012,original,TWAIN_AUTHOR4_WORK2_0043,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,12,42,43,30600,31167,567,24,5,168215,171377,0,0.0,135.802,8.818,3.527,0.0,23.625,0.083333,deterministic_even_spread_30_per_work_after_quality_filters,"Tom stirred up the other pirates and they all clattered away with
a shout, and in a minute or two were stripped and chasing after and
tumbling over each other in the shallow limpid water of the white
sandbar. They felt no longing for the little village sleeping in the
distance beyond the majestic waste of water. A vagrant current or a
slight rise in the river had carried off their raft, but this only
gratified them, since its going was something like burning the bridge
between them and civilization.

They came back to camp wonderfully refreshed, glad-hearted, and
ravenous; and they soon had the camp-fire blazing up again. Huck found a
spring of clear cold water close by, and the boys made cups of broad oak
or hickory leaves, and felt that water, sweetened with such a wildwood
charm as that, would be a good enough substitute for coffee. While Joe
was slicing bacon for breakfast, Tom and Huck asked him to hold on a
minute; they stepped to a promising nook in the river-bank and threw in
their lines; almost immediately they had reward. Joe had not had time
to get impatient before they were back again with some handsome bass,
a couple of sun-perch and a small catfish—provisions enough for quite a
family. They fried the fish with the bacon, and were astonished; for
no fish had ever seemed so delicious before. They did not know that the
quicker a fresh-water fish is on the fire after he is caught the better
he is; and they reflected little upon what a sauce open-air sleeping,
open-air exercise, bathing, and a large ingredient of hunger make, too.

They lay around in the shade, after breakfast, while Huck had a smoke,
and then went off through the woods on an exploring expedition. They
tramped gayly along, over decaying logs, through tangled underbrush,
among solemn monarchs of the forest, hung from their crowns to the
ground with a drooping regalia of grape-vines. Now and then they came
upon snug nooks carpeted with grass and jeweled with flowers.

They found plenty of things to be delighted with, but nothing to be
astonished at. They discovered that the island was about three miles
long and a quarter of a mile wide, and that the shore it lay closest to
was only separated from it by a narrow channel hardly two hundred yards
wide. They took a swim about every hour, so it was close upon the middle
of the afternoon when they got back to camp. They were too hungry to
stop to fish, but they fared sumptuously upon cold ham, and then threw
themselves down in the shade to talk. But the talk soon began to drag,
and then died. The stillness, the solemnity that brooded in the woods,
and the sense of loneliness, began to tell upon the spirits of the boys.
They fell to thinking. A sort of undefined longing crept upon them. This
took dim shape, presently—it was budding homesickness. Even Finn the
Red-Handed was dreaming of his doorsteps and empty hogsheads. But they
were all ashamed of their weakness, and none was brave enough to speak
his thought.

For some time, now, the boys had been dully conscious of a peculiar
sound in the distance, just as one sometimes is of the ticking of a
clock which he takes no distinct note of."
TWAIN_TOM_SAWYER_013,original,TWAIN_AUTHOR4_WORK2_0047,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,13,43,47,33575,34168,593,29,12,184645,187944,24,40.472,173.693,1.686,1.686,13.491,20.448,0.172414,deterministic_even_spread_30_per_work_after_quality_filters,"So he stepped ashore and
entered the woods.

He sat down and took a long rest, torturing himself meanwhile to keep
awake, and then started warily down the home-stretch. The night was far
spent. It was broad daylight before he found himself fairly abreast the
island bar. He rested again until the sun was well up and gilding the
great river with its splendor, and then he plunged into the stream. A
little later he paused, dripping, upon the threshold of the camp, and
heard Joe say:

“No, Tom’s true-blue, Huck, and he’ll come back. He won’t desert. He
knows that would be a disgrace to a pirate, and Tom’s too proud for that
sort of thing. He’s up to something or other. Now I wonder what?”

“Well, the things is ours, anyway, ain’t they?”

“Pretty near, but not yet, Huck. The writing says they are if he ain’t
back here to breakfast.”

“Which he is!” exclaimed Tom, with fine dramatic effect, stepping
grandly into camp.

A sumptuous breakfast of bacon and fish was shortly provided, and as the
boys set to work upon it, Tom recounted (and adorned) his adventures.
They were a vain and boastful company of heroes when the tale was done.
Then Tom hid himself away in a shady nook to sleep till noon, and the
other pirates got ready to fish and explore.


CHAPTER XVI


After dinner all the gang turned out to hunt for turtle eggs on the bar.
They went about poking sticks into the sand, and when they found a soft
place they went down on their knees and dug with their hands. Sometimes
they would take fifty or sixty eggs out of one hole. They were perfectly
round white things a trifle smaller than an English walnut. They had a
famous fried-egg feast that night, and another on Friday morning.

After breakfast they went whooping and prancing out on the bar, and
chased each other round and round, shedding clothes as they went, until
they were naked, and then continued the frolic far away up the shoal
water of the bar, against the stiff current, which latter tripped their
legs from under them from time to time and greatly increased the fun.
And now and then they stooped in a group and splashed water in each
other’s faces with their palms, gradually approaching each other, with
averted faces to avoid the strangling sprays, and finally gripping and
struggling till the best man ducked his neighbor, and then they all
went under in a tangle of white legs and arms and came up blowing,
sputtering, laughing, and gasping for breath at one and the same time.

When they were well exhausted, they would run out and sprawl on the dry,
hot sand, and lie there and cover themselves up with it, and by and by
break for the water again and go through the original performance once
more. Finally it occurred to them that their naked skin represented
flesh-colored “tights” very fairly; so they drew a ring in the sand and
had a circus—with three clowns in it, for none would yield this proudest
post to his neighbor.

Next they got their marbles and played “knucks” and “ringtaw” and
“keeps” till that amusement grew stale. Then Joe and Huck had another
swim, but Tom would not venture, because he found that in kicking off
his trousers he had kicked his string of rattlesnake rattles off his
ankle, and he wondered how he had escaped cramp so long without the
protection of this mysterious charm."
TWAIN_TOM_SAWYER_014,original,TWAIN_AUTHOR4_WORK2_0050,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,14,44,50,35759,36325,566,33,3,196506,199817,4,7.067,139.576,3.534,0.0,3.534,17.152,0.060606,deterministic_even_spread_30_per_work_after_quality_filters,"There was a brooding
oppressiveness in the air that seemed to bode something. The boys
huddled themselves together and sought the friendly companionship of
the fire, though the dull dead heat of the breathless atmosphere was
stifling. They sat still, intent and waiting. The solemn hush continued.
Beyond the light of the fire everything was swallowed up in the
blackness of darkness. Presently there came a quivering glow that
vaguely revealed the foliage for a moment and then vanished. By and by
another came, a little stronger. Then another. Then a faint moan came
sighing through the branches of the forest and the boys felt a fleeting
breath upon their cheeks, and shuddered with the fancy that the Spirit
of the Night had gone by. There was a pause. Now a weird flash turned
night into day and showed every little grassblade, separate and
distinct, that grew about their feet. And it showed three white,
startled faces, too. A deep peal of thunder went rolling and tumbling
down the heavens and lost itself in sullen rumblings in the distance. A
sweep of chilly air passed by, rustling all the leaves and snowing the
flaky ashes broadcast about the fire. Another fierce glare lit up the
forest and an instant crash followed that seemed to rend the treetops
right over the boys’ heads. They clung together in terror, in the thick
gloom that followed. A few big raindrops fell pattering upon the leaves.

“Quick! boys, go for the tent!” exclaimed Tom.

They sprang away, stumbling over roots and among vines in the dark, no
two plunging in the same direction. A furious blast roared through
the trees, making everything sing as it went. One blinding flash after
another came, and peal on peal of deafening thunder. And now a drenching
rain poured down and the rising hurricane drove it in sheets along the
ground. The boys cried out to each other, but the roaring wind and the
booming thunderblasts drowned their voices utterly. However, one by one
they straggled in at last and took shelter under the tent, cold, scared,
and streaming with water; but to have company in misery seemed something
to be grateful for. They could not talk, the old sail flapped so
furiously, even if the other noises would have allowed them. The tempest
rose higher and higher, and presently the sail tore loose from its
fastenings and went winging away on the blast. The boys seized each
others’ hands and fled, with many tumblings and bruises, to the shelter
of a great oak that stood upon the riverbank. Now the battle was at its
highest. Under the ceaseless conflagration of lightning that flamed
in the skies, everything below stood out in cleancut and shadowless
distinctness: the bending trees, the billowy river, white with foam, the
driving spray of spumeflakes, the dim outlines of the high bluffs on
the other side, glimpsed through the drifting cloudrack and the slanting
veil of rain. Every little while some giant tree yielded the fight
and fell crashing through the younger growth; and the unflagging
thunderpeals came now in ear-splitting explosive bursts, keen and sharp,
and unspeakably appalling. The storm culminated in one matchless effort
that seemed likely to tear the island to pieces, burn it up, drown it to
the treetops, blow it away, and deafen every creature in it, all at one
and the same moment."
TWAIN_TOM_SAWYER_015,original,TWAIN_AUTHOR4_WORK2_0052,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,15,45,52,37243,37798,555,17,6,204967,208097,6,10.811,160.36,3.604,12.613,0.0,32.647,0.352941,deterministic_even_spread_30_per_work_after_quality_filters,")—and each speaker pointed out
the exact spot where the lost lads stood at the time, and then added
something like “and I was a-standing just so—just as I am now, and as if
you was him—I was as close as that—and he smiled, just this way—and then
something seemed to go all over me, like—awful, you know—and I never
thought what it meant, of course, but I can see now!”

Then there was a dispute about who saw the dead boys last in life, and
many claimed that dismal distinction, and offered evidences, more or
less tampered with by the witness; and when it was ultimately decided
who _did_ see the departed last, and exchanged the last words with them,
the lucky parties took upon themselves a sort of sacred importance,
and were gaped at and envied by all the rest. One poor chap, who had
no other grandeur to offer, said with tolerably manifest pride in the
remembrance:

“Well, Tom Sawyer he licked me once.”

But that bid for glory was a failure. Most of the boys could say that,
and so that cheapened the distinction too much. The group loitered away,
still recalling memories of the lost heroes, in awed voices.

When the Sunday-school hour was finished, the next morning, the bell
began to toll, instead of ringing in the usual way. It was a very still
Sabbath, and the mournful sound seemed in keeping with the musing hush
that lay upon nature. The villagers began to gather, loitering a moment
in the vestibule to converse in whispers about the sad event. But there
was no whispering in the house; only the funereal rustling of dresses
as the women gathered to their seats disturbed the silence there. None
could remember when the little church had been so full before. There
was finally a waiting pause, an expectant dumbness, and then Aunt Polly
entered, followed by Sid and Mary, and they by the Harper family, all in
deep black, and the whole congregation, the old minister as well, rose
reverently and stood until the mourners were seated in the front pew.
There was another communing silence, broken at intervals by muffled
sobs, and then the minister spread his hands abroad and prayed. A moving
hymn was sung, and the text followed: “I am the Resurrection and the
Life.”

As the service proceeded, the clergyman drew such pictures of the
graces, the winning ways, and the rare promise of the lost lads that
every soul there, thinking he recognized these pictures, felt a pang
in remembering that he had persistently blinded himself to them always
before, and had as persistently seen only faults and flaws in the poor
boys. The minister related many a touching incident in the lives of the
departed, too, which illustrated their sweet, generous natures, and the
people could easily see, now, how noble and beautiful those episodes
were, and remembered with grief that at the time they occurred they had
seemed rank rascalities, well deserving of the cowhide. The congregation
became more and more moved, as the pathetic tale went on, till at last
the whole company broke down and joined the weeping mourners in a chorus
of anguished sobs, the preacher himself giving way to his feelings, and
crying in the pulpit."
TWAIN_TOM_SAWYER_016,original,TWAIN_AUTHOR4_WORK2_0055,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,16,46,55,39371,39924,553,32,7,216420,219424,18,32.55,171.79,10.85,9.042,7.233,17.281,0.0625,deterministic_even_spread_30_per_work_after_quality_filters,"Harper
and vanquish her realism with Tom’s marvellous dream. Sid had better
judgment than to utter the thought that was in his mind as he left the
house. It was this: “Pretty thin—as long a dream as that, without any
mistakes in it!”

What a hero Tom was become, now! He did not go skipping and prancing,
but moved with a dignified swagger as became a pirate who felt that the
public eye was on him. And indeed it was; he tried not to seem to see
the looks or hear the remarks as he passed along, but they were food and
drink to him. Smaller boys than himself flocked at his heels, as proud
to be seen with him, and tolerated by him, as if he had been the drummer
at the head of a procession or the elephant leading a menagerie into
town. Boys of his own size pretended not to know he had been away at
all; but they were consuming with envy, nevertheless. They would have
given anything to have that swarthy sun-tanned skin of his, and his
glittering notoriety; and Tom would not have parted with either for a
circus.

At school the children made so much of him and of Joe, and delivered
such eloquent admiration from their eyes, that the two heroes were
not long in becoming insufferably “stuck-up.” They began to tell their
adventures to hungry listeners—but they only began; it was not a
thing likely to have an end, with imaginations like theirs to furnish
material. And finally, when they got out their pipes and went serenely
puffing around, the very summit of glory was reached.

Tom decided that he could be independent of Becky Thatcher now. Glory
was sufficient. He would live for glory. Now that he was distinguished,
maybe she would be wanting to “make up.” Well, let her—she should see
that he could be as indifferent as some other people. Presently she
arrived. Tom pretended not to see her. He moved away and joined a group
of boys and girls and began to talk. Soon he observed that she was
tripping gayly back and forth with flushed face and dancing eyes,
pretending to be busy chasing schoolmates, and screaming with laughter
when she made a capture; but he noticed that she always made her
captures in his vicinity, and that she seemed to cast a conscious eye
in his direction at such times, too. It gratified all the vicious vanity
that was in him; and so, instead of winning him, it only “set him up”
 the more and made him the more diligent to avoid betraying that he
knew she was about. Presently she gave over skylarking, and moved
irresolutely about, sighing once or twice and glancing furtively and
wistfully toward Tom. Then she observed that now Tom was talking more
particularly to Amy Lawrence than to any one else. She felt a sharp pang
and grew disturbed and uneasy at once. She tried to go away, but her
feet were treacherous, and carried her to the group instead. She said to
a girl almost at Tom’s elbow—with sham vivacity:

“Why, Mary Austin! you bad girl, why didn’t you come to Sunday-school?”

“I did come—didn’t you see me?”

“Why, no! Did you? Where did you sit?”"
TWAIN_TOM_SAWYER_017,original,TWAIN_AUTHOR4_WORK2_0058,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,17,47,58,41520,42076,556,42,21,227874,230773,56,100.719,282.374,0.0,14.388,41.367,13.238,0.0,deterministic_even_spread_30_per_work_after_quality_filters,"So I just put the bark back in my pocket and
kept mum.”

“What bark?”

“The bark I had wrote on to tell you we’d gone pirating. I wish, now,
you’d waked up when I kissed you—I do, honest.”

The hard lines in his aunt’s face relaxed and a sudden tenderness dawned
in her eyes.

“_Did_ you kiss me, Tom?”

“Why, yes, I did.”

“Are you sure you did, Tom?”

“Why, yes, I did, auntie—certain sure.”

“What did you kiss me for, Tom?”

“Because I loved you so, and you laid there moaning and I was so sorry.”

The words sounded like truth. The old lady could not hide a tremor in
her voice when she said:

“Kiss me again, Tom!—and be off with you to school, now, and don’t
bother me any more.”

The moment he was gone, she ran to a closet and got out the ruin of a
jacket which Tom had gone pirating in. Then she stopped, with it in her
hand, and said to herself:

“No, I don’t dare. Poor boy, I reckon he’s lied about it—but it’s a
blessed, blessed lie, there’s such a comfort come from it. I hope
the Lord—I _know_ the Lord will forgive him, because it was such
good-heartedness in him to tell it. But I don’t want to find out it’s a
lie. I won’t look.”

She put the jacket away, and stood by musing a minute. Twice she put out
her hand to take the garment again, and twice she refrained. Once more
she ventured, and this time she fortified herself with the thought:
“It’s a good lie—it’s a good lie—I won’t let it grieve me.” So she
sought the jacket pocket. A moment later she was reading Tom’s piece of
bark through flowing tears and saying: “I could forgive the boy, now, if
he’d committed a million sins!”


CHAPTER XX


There was something about Aunt Polly’s manner, when she kissed Tom, that
swept away his low spirits and made him lighthearted and happy again. He
started to school and had the luck of coming upon Becky Thatcher at the
head of Meadow Lane. His mood always determined his manner. Without a
moment’s hesitation he ran to her and said:

“I acted mighty mean today, Becky, and I’m so sorry. I won’t ever, ever
do that way again, as long as ever I live—please make up, won’t you?”

The girl stopped and looked him scornfully in the face:

“I’ll thank you to keep yourself _to_ yourself, Mr. Thomas Sawyer. I’ll
never speak to you again.”

She tossed her head and passed on. Tom was so stunned that he had not
even presence of mind enough to say “Who cares, Miss Smarty?” until the
right time to say it had gone by. So he said nothing. But he was in a
fine rage, nevertheless. He moped into the schoolyard wishing she were
a boy, and imagining how he would trounce her if she were. He presently
encountered her and delivered a stinging remark as he passed. She hurled
one in return, and the angry breach was complete. It seemed to Becky, in
her hot resentment, that she could hardly wait for school to “take in,”
 she was so impatient to see Tom flogged for the injured spelling-book."
